49,191,381,13754,41.5005,-35.1526,226.659
50,234,431,33915,87.4523,-109.282,-139.963
51,416,651,139446,290.695,-313.412,-1423.17
52,567,834,234432,266.606,-223.085,-2339.75
53,503,757,99322,169.73,-196.053,-1973.12
54,307,519,23945,49.4015,-64.1912,-689.921
55,211,402,28351,55.965,-57.8297,43.3497
56,363,588,108810,203.414,-155.47,-1056.54
57,536,800,257601,445.035,-376.233,-2156.43
58,537,800,153895,269.48,-226.979,-2156.44
59,364,590,38909,73.3284,-54.1899,-1056.55
60,211,401,16972,33.076,-34.6229,43.3423
61,126,305,1677,5.49354,-4.10938,776.606
62,234,431,8455,22.2901,-28.7371,-139.96
63,503,757,53647,92.3579,-107.864,-1973.11
64,670,966,69464,77.2854,-52.1903,-2889.69
65,503,757,14895,26.2513,-31.5893,-1973.13
66,234,431,2298,6.39838,-8.37081,-139.978
67,142,321,4230,9.7056,-13.0038,593.293
68,285,491,20829,37.5566,-29.1876,-506.59
69,537,800,96972,171.411,-143.635,-2156.43
70,633,920,90283,141.643,-128.619,-2706.38
71,447,692,17479,33.834,-25.7263,-1606.5
72,210,400,3813,7.15351,-7.77057,43.3385
73,142,321,3253,7.51949,-10.1757,593.289
74,210,401,10718,20.4608,-21.6181,43.3534
75,447,691,62926,118.452,-92.3232,-1606.48
76,633,919,116560,181.735,-165.156,-2706.38
77,537,801,34862,63.2094,-52.3418,-2156.44
78,285,490,5743,10.2011,-7.42414,-506.608
79,191,381,10098,30.7704,-25.8718,226.667
80,386,614,57727,93.3609,-113.521,-1239.85
81,597,873,144666,192.388,-228.692,-2523.06
82,567,833,61788,67.7334,-55.1387,-2339.75
83,335,554,11152,28.6665,-29.0913,-873.238
84,166,350,4494,14.7628,-17.9157,409.972
85,191,382,4652,14.5191,-12.067,226.655
86,166,351,7554,24.2258,-29.2174,409.98
87,335,554,40138,99.8058,-100.651,-873.22
88,567,834,133299,149.509,-123.71,-2339.74
89,597,873,86736,115.767,-139.158,-2523.07
90,386,614,16001,25.6317,-32.5255,-1239.87
91,142,321,2378,5.61326,-7.40117,593.297
92,364,591,17984,34.1519,-24.8566,-1056.53
93,633,920,66356,104.787,-95.2198,-2706.37
94,634,920,30712,49.5343,-45.2723,-2706.38
95,365,593,3793,7.38825,-5.27529,-1056.56
96,142,320,1071,2.4874,-3.5224,593.285
97,126,305,1431,4.68984,-3.58789,776.61
98,307,519,11045,23,-30.4005,-689.903
99,597,873,54629,73.0454,-88.9124,-2523.06
100,670,969,35642,39.7193,-26.2131,-2889.7
101,416,652,4947,11.2058,-12.408,-1423.19
102,166,350,962,3.45939,-4.26906,409.969
103,126,305,828,2.83405,-2.12356,776.602
104,166,351,2815,9.4972,-11.4913,409.983
105,416,651,23202,50.0789,-54.9341,-1423.16
106,670,966,59536,66.3289,-44.5389,-2889.69
107,596,873,19691,26.456,-33.1852,-2523.07
108,307,518,2312,5.08038,-6.91984,-689.925
0,199,389,1800859,5040.24,-5693.08,142.468
1,156,339,1242969,3487.97,-3044.31,509.098
2,176,361,1646776,3828.83,-4299.97,325.784
3,224,420,2024688,5433.75,-4893.99,-40.846
4,246,444,1948963,3929.51,-3866.76,-224.162
5,224,420,1482363,3990.58,-3583.24,-40.8478
6,176,361,1205660,2792.29,-3148.49,325.782
7,111,284,676719,1863.27,-2279.44,875.728
8,156,339,1126652,3162.35,-2756.75,509.1
9,246,444,1766593,3557.65,-3500.54,-224.16
10,296,507,1614170,4009.91,-3782.41,-590.792
11,246,444,946845,1886.79,-1855.53,-224.164
12,156,339,603854,1699.1,-1464.65,509.096
13,133,311,1003327,3268.8,-3525.69,692.414
14,199,389,1632391,4571.69,-5168.1,142.47
15,269,474,1951090,4534.16,-5311.71,-407.476
16,269,474,1428443,3325.09,-3913.08,-407.478
17,199,389,875107,2464.23,-2806.26,142.466
18,133,311,734627,2402.12,-2595.71,692.412
19,71,239,271725,1001.92,-1018.73,1242.36
20,133,311,603621,1977.43,-2138.47,692.416
21,269,474,1173668,2734.4,-3224.97,-407.474
22,345,565,1022072,1938.84,-2294.63,-957.422
23,269,474,460656,1079.4,-1292.41,-407.48
24,133,311,236982,785.924,-855.062,692.41
25,92,262,461474,1321.67,-1157.01,1059.04
26,176,361,990628,2289.87,-2587.23,325.786
27,296,507,1463198,3638.19,-3431.27,-590.79
28,322,536,1015249,1871.82,-1586.21,-774.108
29,224,420,478077,1302.49,-1155.93,-40.8495
30,110,284,330829,903.103,-1119.08,875.726
31,92,262,337836,965.349,-837.935,1059.04
32,111,284,613441,1688.18,-2068.35,875.73
33,224,420,1217976,3283.97,-2944.17,-40.8443
34,322,536,1386719,2565.9,-2191.5,-774.106
35,296,507,784591,1966.32,-1852.27,-590.794
36,175,361,390892,888.463,-1015.88,325.78
37,162,190,157,116.663,-236.371,1608.99
38,110,284,246416,671.985,-836.481,875.732
39,296,507,584431,1469.06,-1383.3,-590.788
40,403,636,483221,868.893,-683.457,-1324.05
41,296,507,168119,430.783,-404.403,-590.795
42,110,283,70863,192.259,-246.002,875.725
43,50,213,167838,554.429,-701.355,1425.67
44,156,339,449720,1266.47,-1087.06,509.102
45,322,536,834162,1535.14,-1295.82,-774.104
46,374,601,565227,1266.56,-1271.04,-1140.74
47,246,444,202632,391.852,-384.601,-224.165
48,92,263,108907,308.597,-259.65,1059.04
49,50,213,122930,406.189,-517.317,1425.67
50,92,263,277565,792.266,-684.697,1059.05
51,246,444,705159,1399.36,-1375.91,-224.158
52,374,600,771761,1721.44,-1725.48,-1140.74
53,322,536,327392,595.074,-488.623,-774.11
54,156,340,129210,366.156,-305.88,509.095
55,71,239,246306,909.217,-924.534,1242.36
56,199,389,651793,1839.44,-2100.43,142.472
57,345,565,926446,1757.34,-2082.87,-957.42
58,345,565,496539,941.698,-1129.79,-957.424
59,199,389,187394,535.994,-622.446,142.465
60,71,239,132042,491.854,-500.642,1242.36
61,132,146,0,52.4959,-102.111,1975.62
62,92,263,73505,207.733,-173.118,1059.05
63,322,536,221024,400.028,-325.1,-774.103
64,458,702,179561,346.348,-376.786,-1690.68
65,322,537,46498,81.9845,-62.4965,-774.111
66,93,264,15294,43.1669,-33.8325,1059.04
67,131,171,374,66.0693,-169.18,1792.3
68,133,311,160014,533.032,-580.968,692.417
69,345,565,369799,701.297,-845.413,-957.418
70,427,664,235822,353.889,-408.832,-1507.37
71,269,474,65454,155.661,-193.205,-407.481
72,71,239,28250,108.003,-110.217,1242.35
73,131,171,268,50.3248,-124.106,1792.3
74,71,239,98340,367.5,-374.355,1242.36
75,269,474,311005,730.397,-878.856,-407.473
76,427,664,322155,484.959,-556.571,-1507.37
77,345,565,106243,201.443,-249.837,-957.425
78,133,312,33680,115.357,-127.116,692.409
79,50,213,101020,333.948,-426.489,1425.68
80,224,420,322771,882.728,-780.539,-40.8426
81,403,636,438016,787.695,-618.432,-1324.05
82,374,601,182499,416.259,-420.079,-1140.74
83,175,360,55535,123.012,-146.309,325.779
84,162,190,70,61.6007,-112.004,1608.99
85,50,212,39696,131.46,-171.702,1425.67
86,162,190,144,106.642,-213.637,1608.99
87,175,360,263891,597.667,-687.269,325.787
88,374,601,464478,1043.06,-1047.65,-1140.73
89,403,637,234859,422.843,-326.287,-1324.05
90,224,421,67939,190.037,-165.1,-40.8512
91,131,171,216,42.0587,-102.158,1792.31
92,199,389,114687,329.507,-384.943,142.473
93,427,664,193744,290.263,-336.514,-1507.36
94,427,663,75984,112.681,-133.949,-1507.37
95,199,389,17654,52.1977,-62.9746,142.463
96,131,171,76,18.5902,-40.4086,1792.3
97,132,146,0,47.8174,-92.7073,1975.62
98,156,340,79053,224.598,-186.243,509.103
99,403,637,174929,315.123,-241.817,-1324.05
100,458,702,87327,170.35,-187.04,-1690.68
101,245,443,19162,34.7802,-34.2142,-224.167
102,162,189,9,15.8897,-22.7083,1608.98
103,132,146,0,27.1245,-50.8631,1975.62
104,162,189,50,47.08,-82.7965,1608.99
105,246,444,124004,237.597,-233.135,-224.157
106,458,702,162782,314.322,-342.213,-1690.68
107,404,638,50055,91.0816,-67.5744,-1324.06
108,157,341,12039,35.2498,-28.1037,509.093
